"Name","Genre","Publisher","total_sales","exclusive","NA_Sales_prop","EU_Sales_prop","JP_Sales_prop","Other_Sales_prop"
"Aladdin Magic Racer","Racing","Big Ben Interactive",0.01,"yes",1,0,0,0
"Alan Wake","Action","Microsoft Game Studios",1.35,"yes",0.488888888888889,0.377777777777778,0.037037037037037,0.0962962962962963
"Alan Wake","Action","Nordic Games",0.07,"yes",0,0.857142857142857,0,0.142857142857143
"Alex Rider: Stormbreaker","Action","THQ",0.07,"yes",0.857142857142857,0,0,0
"Alexi Lalas International Soccer","Sports","Take-Two Interactive",0.07,"yes",0.571428571428571,0.428571428571428,0,0
"Alfa Romeo Racing Italiano","Racing","Black Bean Games",0.01,"yes",1,1,0,0
"Alia's Carnival! Sacrament","Adventure","dramatic create",0.03,"yes",0,0,1,0
"Alias","Action","Acclaim Entertainment",0.16,"no",0.5625,0.3125,0,0.0625
"Alice in Wonderland","Adventure","Disney Interactive Studios",1.03,"no",0.524271844660194,0.378640776699029,0,0.0970873786407767
"Alice: Madness Returns","Adventure","Electronic Arts",1.22,"no",0.401639344262295,0.409836065573771,0.0655737704918033,0.122950819672131
"Alien","Action","20th Century Fox Video Games",0.79,"yes",0.936708860759494,0.0506329113924051,0,0.0126582278481013
"Alien Breed Trilogy","Shooter","Mastertronic",0.03,"yes",0,0.666666666666667,0,0
"Alien Hominid","Shooter","O3 Entertainment",0.09,"yes",0.777777777777778,0.222222222222222,0,0
"Alien Hominid","Shooter","Zoo Digital Publishing",0.1,"yes",0.5,0.4,0,0.1
"Alien Monster Bowling League","Sports","Destineer",0.09,"yes",1,0,0,0.111111111111111
"Alien Resurrection","Shooter","Fox Interactive",0.16,"yes",0.5625,0.375,0,0.0625
"Alien Syndrome","Role-Playing","Sega",0.14,"no",0.928571428571428,0,0,0.0714285714285714
"Alien Trilogy","Shooter","Acclaim Entertainment",0.47,"yes",0.51063829787234,0.340425531914894,0.0851063829787234,0.0638297872340425
"Alien's Return","Action","ITT Family Games",0.34,"yes",0.941176470588235,0.0588235294117647,0,0
"Alien: Isolation","Shooter","Sega",2.45,"no",0.338775510204082,0.510204081632653,0.0163265306122449,0.138775510204082
"Alienators: Evolution Continues","Action","Activision",0.03,"yes",1,0.333333333333333,0,0
"Aliens in the Attic","Action","Playlogic Game Factory",0.13,"no",0.923076923076923,0,0,0.0769230769230769
"Aliens versus Predator: Extinction","Strategy","Electronic Arts",0.27,"no",0.555555555555555,0.333333333333333,0,0.0740740740740741
"Aliens vs Predator","Shooter","Sega",2.3,"no",0.417391304347826,0.452173913043478,0,0.134782608695652
"Aliens vs Predator: Requiem","Action","Vivendi Games",0.22,"yes",0.136363636363636,0.545454545454545,0,0.318181818181818
"Aliens: Colonial Marines","Shooter","Sega",1.62,"no",0.407407407407407,0.45679012345679,0,0.135802469135802
"Aliens: Infestation","Action","Sega",0.18,"yes",0.555555555555556,0.333333333333333,0,0.111111111111111
"All Grown Up! Express Yourself","Misc","THQ",0.18,"yes",0.722222222222222,0.277777777777778,0,0
"All Grown Up!: Game Boy Advance Video Volume 1","Misc","N/A",0.24,"yes",0.708333333333333,0.25,0,0
"All Japan Pro Wrestling featuring Virtua","Fighting","Sega",0.15,"yes",0,0,1,0
"All Kamen Rider: Rider Generation","Action","Namco Bandai Games",0.12,"yes",0,0,1,0
"All Kamen Rider: Rider Generation 2","Action","Namco Bandai Games",0.16,"no",0,0,1,0
"All Points Bulletin","Role-Playing","Electronic Arts",0.04,"yes",0,0.75,0,0.25
"All Star Cheer Squad","Sports","THQ",1.08,"no",0.638888888888889,0.268518518518518,0,0.0925925925925926
"All Star Cheer Squad 2","Sports","THQ",0.13,"yes",0.923076923076923,0,0,0.0769230769230769
"All Star Karate","Action","THQ",0.23,"yes",0.608695652173913,0.304347826086957,0,0.0869565217391304
"All Star Pro-Wrestling","Fighting","SquareSoft",0.2,"yes",0,0,1,0
"All Star Tennis 99","Sports","Ubisoft",0.05,"yes",0.8,0.2,0,0
"All-Pro Football 2K8","Sports","Take-Two Interactive",0.41,"no",0.926829268292683,0,0,0.0731707317073171
"All-Star Baseball 2000","Sports","Acclaim Entertainment",0.39,"yes",0.923076923076923,0.0769230769230769,0,0
"All-Star Baseball 2001","Sports","Acclaim Entertainment",0.23,"yes",0.956521739130435,0.0434782608695652,0,0
"All-Star Baseball 2002","Sports","Acclaim Entertainment",0.78,"no",0.564102564102564,0.32051282051282,0,0.102564102564103
"All-Star Baseball 2003","Sports","Acclaim Entertainment",1.33,"no",0.601503759398496,0.315789473684211,0,0.0827067669172932
"All-Star Baseball 2004","Sports","Acclaim Entertainment",0.7,"no",0.6,0.328571428571429,0,0.0714285714285714
"All-Star Baseball 2005","Sports","Unknown",0.47,"no",0.574468085106383,0.319148936170213,0,0.106382978723404
"All-Star Baseball 99","Sports","Acclaim Entertainment",0.48,"yes",0.916666666666667,0.0833333333333333,0,0
"Alleyway","Puzzle","Nintendo",1.94,"yes",0.494845360824742,0.195876288659794,0.283505154639175,0.0257731958762887
"Allied General","Strategy","SSI",0.19,"yes",0.578947368421053,0.368421052631579,0,0.0526315789473684
"Alone in the Dark","Adventure","Atari",0.74,"no",0.351351351351351,0.554054054054054,0,0.108108108108108
"Alone in the Dark: Inferno","Adventure","Atari",0.14,"yes",0.642857142857143,0.214285714285714,0,0.142857142857143
"Alone in the Dark: One-Eyed Jack's Revenge","Adventure","Infogrames",0.31,"yes",0.548387096774194,0.387096774193548,0,0.0645161290322581
"Alone in the Dark: The New Nightmare","Adventure","Infogrames",0.16,"yes",0.5625,0.375,0,0.0625
"Alpha Protocol","Role-Playing","Sega",0.87,"no",0.482758620689655,0.390804597701149,0,0.137931034482759
"Alpha and Omega","Action","Unknown",0.07,"yes",0.857142857142857,0,0,0
"Alter Echo","Shooter","THQ",0.18,"no",0.555555555555556,0.333333333333333,0,0.111111111111111
"Alter Ego","Simulation","Activision",0.03,"yes",0,1,0,0.333333333333333
"Altered Beast: Guardian of the Realms","Action","THQ",0.09,"yes",0.777777777777778,0.222222222222222,0,0
"Alundra","Role-Playing","Psygnosis",0.23,"yes",0.565217391304348,0.391304347826087,0,0.0434782608695652
"Alundra 2: A New Legend Begins","Role-Playing","Activision",0.27,"yes",0.555555555555555,0.37037037037037,0,0.0740740740740741
"Alvin and the Chipmunks","Misc","Brash Entertainment",0.21,"no",0.761904761904762,0.142857142857143,0,0.0952380952380952
"Alvin and the Chipmunks","Misc","Eidos Interactive",0.06,"yes",0.833333333333333,0,0,0
"Alvin and the Chipmunks: Chipwrecked","Misc","505 Games",0.31,"no",0.741935483870968,0.161290322580645,0,0.0967741935483871
"Alvin and the Chipmunks: The Squeakquel","Misc","Majesco Entertainment",0.4,"no",0.925,0,0,0.075
"Amagami","Adventure","Enterbrain",0.13,"yes",0,0,1,0
"Amagami","Adventure","Kadokawa Games",0.04,"yes",0,0,1,0
"Amagami","Adventure","Kadokawa Shoten",0.15,"yes",0,0,1,0
"Amagoushi no Yakata","Adventure","Nippon Ichi Software",0.02,"yes",0,0,1,0
"Amatsumi Sora ni! Kumo no Hatate ni","Adventure","Prototype",0.02,"yes",0,0,1,0
"Amazing Adventures: The Forgotten Ruins","Adventure","PopCap Games",0.24,"yes",0.541666666666667,0.333333333333333,0,0.0833333333333333
"Amazing Island","Strategy","Sega",0.06,"yes",0.666666666666667,0.166666666666667,0,0
"America Oudan Ultra-Quiz","Misc","Victor Interactive",0.02,"yes",0,0,1,0
"America's Army: Rise of a Soldier","Shooter","Ubisoft",0.25,"yes",0.76,0.2,0,0.04
"America's Army: True Soldiers","Shooter","Ubisoft",0.08,"yes",1,0,0,0.125
"America's Next Top Model","Action","Crave Entertainment",0.08,"yes",1,0,0,0.125
"America's Next Top Model","Action","Eidos Interactive",0.1,"yes",1,0,0,0.1
"America's Test Kitchen: Let's Get Cooking","Simulation","Nintendo",0.27,"yes",0.925925925925926,0,0,0.0740740740740741
"American Bass Challenge","Sports","Starfish",0.05,"yes",0.6,0.2,0,0
"American Chopper","Racing","Zoo Digital Publishing",0.57,"no",0.807017543859649,0.0701754385964912,0,0.12280701754386
"American Chopper 2: Full Throttle","Racing","Activision",0.05,"yes",0.8,0.2,0,0
"American Chopper 2: Full Throttle","Racing","Zoo Digital Publishing",0.23,"no",0.565217391304348,0.347826086956522,0,0.0869565217391304
"American Girl: Julie Finds a Way","Adventure","THQ",0.11,"yes",0.909090909090909,0,0,0.0909090909090909
"American Girl: Kit Mystery Challenge!","Adventure","THQ",0.46,"yes",0.91304347826087,0,0,0.0652173913043478
"American Idol","Misc","Codemasters",0.77,"no",0.545454545454546,0.350649350649351,0,0.0909090909090909
"Amnesia","Adventure","Idea Factory",0.04,"yes",0,0,1,0
"Amnesia Crowd","Misc","Idea Factory",0.05,"yes",0,0,1,0
"Amnesia Later","Misc","Idea Factory",0.06,"no",0,0,1,0
"Amped 2","Sports","Microsoft Game Studios",0.25,"yes",0.8,0.16,0,0.04
"Amped 3","Sports","Take-Two Interactive",0.16,"yes",0.8125,0.125,0,0.0625
"Amped: Freestyle Snowboarding","Sports","Microsoft Game Studios",0.82,"yes",0.841463414634146,0.134146341463415,0,0.024390243902439
"Amplitude","Misc","Sony Computer Entertainment",0.18,"yes",0.5,0.388888888888889,0,0.111111111111111
"An American Tail: Fievel's Gold Rush","Platform","Conspiracy Entertainment",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"Anarchy Reigns","Action","Sega",0.38,"no",0.552631578947368,0.131578947368421,0.210526315789474,0.0789473684210526
"And1 Streetball","Action","Ubisoft",0.34,"no",0.558823529411765,0.352941176470588,0,0.0882352941176471
"Andretti Racing","Racing","Electronic Arts",0.77,"yes",0.558441558441558,0.376623376623377,0,0.0649350649350649
"Angel Blade: Neo Tokyo Guardians","Role-Playing","On Demand",0.21,"yes",0.571428571428571,0.380952380952381,0,0.0476190476190476
"Angelique Duet","Strategy","Tecmo Koei",0.04,"yes",0,0,1,0
"Angelique Retour","Action","Tecmo Koei",0.02,"yes",0,0,1,0
"Angelique Trois","Adventure","Tecmo Koei",0.06,"yes",0,0,1,0
"Angelique: Maren no Rokukishi","Adventure","Idea Factory",0.03,"yes",0,0,1,0
"Angler's Club: Ultimate Bass Fishing 3D","Sports","D3Publisher",0.03,"yes",0,1,0,0
"Angry Birds","Puzzle","Focus Home Interactive",0.24,"yes",0,0.75,0,0.208333333333333
"Angry Birds Star Wars","Strategy","Activision",1.9,"no",0.494736842105263,0.38421052631579,0,0.121052631578947
"Angry Birds Trilogy","Action","Activision",1.06,"no",0.641509433962264,0.264150943396226,0,0.0849056603773585
"Angry Birds: Rio","Puzzle","Focus Home Interactive",0.09,"yes",0,0.777777777777778,0,0.222222222222222
"AniMates!","Simulation","Lexicon Entertainment",0.03,"yes",0.666666666666667,0,0,0
"Anima - Gate of Memories","Action","Avanquest",0.02,"yes",0,1,0,0
"Animal Crossing","Simulation","Nintendo",3.15,"yes",0.609523809523809,0.0507936507936508,0.314285714285714,0.0285714285714286
"Animal Crossing: Amiibo Festival","Misc","Nintendo",0.42,"yes",0.452380952380952,0.261904761904762,0.214285714285714,0.0714285714285714
"Animal Crossing: City Folk","Simulation","Nintendo",4.68,"yes",0.39957264957265,0.239316239316239,0.282051282051282,0.0790598290598291
"Animal Crossing: Happy Home Designer","Simulation","Nintendo",2.98,"yes",0.157718120805369,0.335570469798658,0.466442953020134,0.0402684563758389
"Animal Crossing: New Leaf","Simulation","Nintendo",9.09,"yes",0.221122112211221,0.255225522552255,0.47964796479648,0.0451045104510451
"Animal Crossing: Wild World","Simulation","Nintendo",12.27,"yes",0.207823960880196,0.286878565607172,0.43439282803586,0.071719641401793
"Animal Genius","Puzzle","Ubisoft",0.12,"yes",0.916666666666667,0,0,0.0833333333333333
"Animal Kingdom: Wildlife Expedition","Adventure","Natsume",0.08,"yes",0.875,0,0,0.125
"Animal Paradise","Simulation","Empire Interactive",0.25,"yes",0.36,0.56,0,0.08
"Animal Planet: Emergency Vets","Simulation","Activision",0.08,"yes",1,0,0,0.125
"Animal Planet: Vet Collection","Simulation","Activision",0.05,"yes",1,0,0,0
"Animal Planet: Vet Life","Simulation","Activision",0.21,"no",0.904761904761905,0,0,0.0952380952380952
"Animaniacs Ten Pin Alley","Sports","ASC Games",0.66,"yes",0.545454545454545,0.378787878787879,0,0.0606060606060606
"Animaniacs: The Great Edgar Hunt","Platform","Ignition Entertainment",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"Animorphs: Shattered Reality","Action","Infogrames",0.06,"yes",0.5,0.333333333333333,0,0
"Anno 1701: Dawn of Discovery","Simulation","Touchstone",0.14,"yes",0.5,0.428571428571428,0,0.142857142857143
"Anno 2070","Strategy","Ubisoft",1.45,"yes",0,0.779310344827586,0,0.220689655172414
"Anno 2205","Strategy","Ubisoft",0.25,"yes",0.08,0.88,0,0.04
"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai","Action","5pb",0.02,"yes",0,0,1,0
"Another Code R: A Journey into Lost Memories","Adventure","Nintendo",0.06,"yes",0,0.5,0.5,0
"Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!","Action","Namco Bandai Games",0.06,"yes",0,0,1,0
"Ant Nation","Simulation","Konami Digital Entertainment",0.07,"yes",0.857142857142857,0.142857142857143,0,0.142857142857143
"Antiphona no Seikahime: Tenshi no Gakufu Op.A","Role-Playing","Nippon Ichi Software",0.02,"yes",0,0,1,0
"Antz Extreme Racing","Racing","Empire Interactive",0.06,"no",0.5,0.333333333333333,0,0.166666666666667
"Anubis II","Platform","Metro 3D",0.07,"yes",0.857142857142857,0,0,0
"Ao no Exorcist: Genkoku no Labyrinth","Action","Namco Bandai Games",0.04,"yes",0,0,1,0
"Ao no Kanata no Four Rhythm","Adventure","Unknown",0.03,"yes",0,0,1,0
"Aoishiro","Adventure","Success",0.02,"yes",0,0,1,0
"Apache: Air Assault","Simulation","Activision",0.39,"no",0.58974358974359,0.282051282051282,0,0.102564102564103
"Apache: Air Assault","Simulation","Just Flight",0.03,"yes",0,1,0,0.333333333333333
"Apassionata: Die Galanacht der Pferde","Simulation","RTL",0.05,"yes",0,0.8,0,0.2
"Ape Escape","Platform","Sony Computer Entertainment",1.68,"no",0.422619047619048,0.303571428571429,0.19047619047619,0.0714285714285714
"Ape Escape 2","Platform","Sony Computer Entertainment",0.63,"yes",0.19047619047619,0.142857142857143,0.603174603174603,0.0476190476190476
"Ape Escape 3","Platform","Sony Computer Entertainment",0.13,"yes",0.461538461538462,0.384615384615385,0,0.153846153846154
"Ape Escape Academy","Misc","Sony Computer Entertainment",0.33,"yes",0.393939393939394,0.454545454545455,0,0.151515151515152
"Ape Escape Academy (jp sales)","Misc","Sony Computer Entertainment",0.14,"yes",0,0,0.928571428571428,0
"Ape Escape: On the Loose","Platform","Sony Computer Entertainment",0.7,"yes",0.742857142857143,0.0142857142857143,0.171428571428571,0.0714285714285714
"Ape Escape: Pumped & Primed","Misc","Sony Computer Entertainment",0.08,"yes",0.5,0.375,0,0.125
"Apex","Racing","Atari",0.14,"yes",0.714285714285714,0.214285714285714,0,0
"Apocalypse","Action","Activision",0.45,"yes",0.555555555555556,0.377777777777778,0,0.0666666666666667
"Apollo Justice: Ace Attorney","Adventure","Capcom",1.06,"yes",0.30188679245283,0.0566037735849057,0.60377358490566,0.0377358490566038
"Aqua Aqua","Puzzle","3DO",0.11,"yes",0.454545454545455,0.363636363636364,0,0.0909090909090909
"Aqua Panic!","Puzzle","Neko Entertainment",0.02,"yes",0.5,0.5,0,0
"Aqua Teen Hunger Force: Zombie Ninja Pro-Am","Racing","Midway Games",0.07,"yes",0.428571428571428,0.428571428571428,0,0.142857142857143
"Aquaman: Battle for Atlantis","Action","TDK Mediactive",0.01,"yes",1,0,0,0
"Aquaman: Battle for Atlantis","Action","Unknown",0.01,"yes",1,0,0,0
"Aquanaut's Holiday","Adventure","Sony Computer Entertainment",0.02,"yes",0.5,0.5,0,0
"Aquanaut's Holiday: Kakusareta Kiroku","Adventure","Sony Computer Entertainment",0.04,"yes",0,0,1,0
"Aquapazza: Aquaplus Dream Match","Fighting","Aqua Plus",0.1,"yes",0.5,0,0.5,0.1
"Aquarium by DS","Simulation","Mercury Games",0.06,"yes",0.833333333333333,0,0,0
"Ar Nosurge: Ode to an Unborn Star","Role-Playing","Tecmo Koei",0.2,"no",0.25,0.2,0.5,0.1
"Ar tonelico 2: Melody of Metafalica","Role-Playing","Nippon Ichi Software",0.18,"yes",0.222222222222222,0.166666666666667,0.611111111111111,0.0555555555555556
"Ar tonelico Qoga: Knell of Ar Ciel","Role-Playing","Tecmo Koei",0.24,"yes",0.333333333333333,0.0416666666666667,0.541666666666667,0.0416666666666667
"Ar tonelico: Melody of Elemia","Role-Playing","505 Games",0.1,"yes",0,0,1,0
"Arabians Lost: The Engagement on Desert","Adventure","Prototype",0.02,"yes",0,0,1,0
"Arabians Lost: The Engagement on Desert","Adventure","Quinrose",0.01,"yes",0,0,1,0
"Arc Rise Fantasia","Role-Playing","Marvelous Interactive",0.19,"yes",0.684210526315789,0,0.315789473684211,0.0526315789473684
"Arc the Lad","Role-Playing","Sony Computer Entertainment",1.11,"yes",0,0,0.990990990990991,0.00900900900900901
"Arc the Lad II","Role-Playing","Sony Computer Entertainment",1.05,"yes",0,0,0.876190476190476,0.123809523809524
"Arc the Lad III","Role-Playing","Sony Computer Entertainment",0.42,"yes",0,0,0.928571428571429,0.0714285714285714
"Arc the Lad: End of Darkness","Role-Playing","Sony Computer Entertainment",0.06,"yes",0.5,0.333333333333333,0,0.166666666666667
"Arc the Lad: Twilight of the Spirits","Role-Playing","Sony Computer Entertainment",0.36,"yes",0.5,0.388888888888889,0,0.138888888888889
"Arcade Hits: Frisky Tom","Action","Hamster Corporation",0.28,"yes",0.571428571428571,0.392857142857143,0,0.0714285714285714
"Arcade Party Pak","Misc","Midway Games",0.11,"yes",0.545454545454545,0.363636363636364,0,0.0909090909090909
"Arcade Shooting Gallery","Shooter","Zoo Games",0.19,"yes",0.947368421052632,0,0,0.0526315789473684
"Arcade Zone","Misc","Activision",0.16,"yes",0.875,0,0,0.0625
"Arcana Famiglia 2","Adventure","Comfort",0.02,"yes",0,0,1,0
"Arcana Famiglia: La storia della Aracana Famiglia","Adventure","Comfort",0.05,"yes",0,0,1,0
"Arcana Famiglia: Vascello Phantasma no Majutsushi","Action","Comfort",0.02,"yes",0,0,1,0
"Arcana Heart","Fighting","AQ Interactive",0.16,"yes",0.375,0.3125,0.25,0.125
"Arcana Heart 3","Fighting","Arc System Works",0.06,"yes",0.5,0,0.333333333333333,0.166666666666667
"Arcana Heart 3","Fighting","PQube",0.25,"no",0.16,0.32,0.48,0.08
"Arcania: Gothic 4","Role-Playing","JoWood Productions",0.29,"no",0.413793103448276,0.413793103448276,0.0344827586206897,0.103448275862069
"Arcania: Gothic 4","Role-Playing","Nordic Games",0.05,"yes",0.8,0,0,0.2
"Archer Maclean Presents: Pool Paradise","Sports","Ignition Entertainment",0.09,"no",0.555555555555556,0.333333333333333,0,0.111111111111111
"Archer Maclean's 3D Pool","Misc","Crave Entertainment",0.07,"yes",0.714285714285714,0.285714285714286,0,0
"Archer Maclean's Mercury","Puzzle","Ignition Entertainment",0.56,"yes",0.303571428571429,0.428571428571428,0,0.25
"Arctic Tale","Adventure","Zoo Digital Publishing",0.19,"no",0.894736842105263,0,0,0.0526315789473684
"Arctic Thunder","Racing","Midway Games",0.48,"no",0.541666666666667,0.333333333333333,0,0.104166666666667
"Are You Alice?","Adventure","Idea Factory",0.02,"yes",0,0,1,0
"Are You Smarter Than A 5th Grader?","Misc","Mindscape",0.53,"yes",0.90566037735849,0,0,0.0754716981132075
"Are You Smarter Than a 5th Grader? Back to School","Misc","Nintendo",0.21,"yes",0.952380952380952,0,0,0.0952380952380952
"Are You Smarter Than a 5th Grader? Back to School","Misc","THQ",0.09,"yes",0.888888888888889,0,0,0.111111111111111
